species,level,network,elevation,n.elevation,transect,degree,species.strength,NSI,betweenness,partner.diversity,d
Andrena,Animal,1181.3,1181,1181,3,1,0.0238095238095238,1.79746835443038,0,0,0.19737542837493
Anthomyiidae2,Animal,1181.3,1181,1181,3,3,0.162012987012987,1.56962025316456,0.00810965975297492,0.964962923007428,0.222393111170141
Aphididae,Animal,1181.3,1181,1181,3,1,1,,0,0,1
Apidae,Animal,1181.3,1181,1181,3,1,0.125,2.11392405063291,0,0,0.574129449720054
Apis,Animal,1181.3,1181,1181,3,2,0.711279461279461,1.49367088607595,0.0622892755718204,0.198515243345873,0.812770630349854
Auchenorrhyncha,Animal,1181.3,1181,1181,3,2,0.0595238095238095,1.74683544303797,0.00590432251331905,0.693147180559945,0.19737542837493
Bibionidae,Animal,1181.3,1181,1181,3,1,0.00757575757575758,1.54430379746835,0,0,0
Bombus,Animal,1181.3,1181,1181,3,6,2.78916854784716,1.58227848101266,0.0966323974696114,1.44091692308556,0.68571511463151
Botanophila,Animal,1181.3,1181,1181,3,5,0.141947591415677,1.24050632911392,0.0570133782419314,1.56071040904141,0.0639548685494305
Bradysia,Animal,1181.3,1181,1181,3,4,0.507359307359307,1.22784810126582,0.0514613159854682,1.19612995623024,0.274197171689428
Calliphoridae,Animal,1181.3,1181,1181,3,3,0.0822510822510822,1.35443037974684,0.0339597592238468,0.950270539233235,0.0890136398132874
Cantharidae,Animal,1181.3,1181,1181,3,2,0.036428110896196,1.44303797468354,0.00622115622462222,0.636514168294813,0.0819381999535154
Carnidae,Animal,1181.3,1181,1181,3,1,0.0151515151515152,1.54430379746835,0,0,0.100316457579167
Cecidomyiidae,Animal,1181.3,1181,1181,3,1,0.00757575757575758,1.54430379746835,0,0,0
Cerambycidae,Animal,1181.3,1181,1181,3,1,0.0119047619047619,1.79746835443038,0,0,0.0925667538657077
Ceratopogonidae,Animal,1181.3,1181,1181,3,2,0.0591553836234687,1.44303797468354,0.00622115622462222,0.450561208866305,0.156341312767981
Cheilosia,Animal,1181.3,1181,1181,3,1,0.0454545454545455,1.54430379746835,0,0,0.226060545812884
Chironomidae,Animal,1181.3,1181,1181,3,1,0.0181818181818182,1.75949367088608,0,0,0.179296385811647
Chloropidae,Animal,1181.3,1181,1181,3,3,0.0806277056277056,1.37974683544304,0.0160599215100354,1.05492016798614,0.0791046836407617
Chrysomelidae,Animal,1181.3,1181,1181,3,2,1.03636363636364,1.75949367088608,0,0.636514168294813,0.502410033773185
Chrysotoxum,Animal,1181.3,1181,1181,3,1,0.037037037037037,2.25316455696203,0,0,0.325011147644802
Coccinellidae,Animal,1181.3,1181,1181,3,1,0.0212765957446809,1.75949367088608,0,0,0.211488063052397
Coenosia,Animal,1181.3,1181,1181,3,4,0.247034171502257,1.25316455696203,0.0306644775575635,1.27985422583367,0.200604428240691
Coleophora,Animal,1181.3,1181,1181,3,1,0.0212765957446809,1.75949367088608,0,0,0.211488063052397
Crambinae,Animal,1181.3,1181,1181,3,1,0.037037037037037,2.25316455696203,0,0,0.325011147644802
Crambus,Animal,1181.3,1181,1181,3,1,0.0416666666666667,1.89873417721519,0,0,0.349133165601655
Cratyna,Animal,1181.3,1181,1181,3,1,0.0952380952380952,2,0,0,0.495067314329026
Delia2,Animal,1181.3,1181,1181,3,1,0.0212765957446809,1.75949367088608,0,0,0.211488063052397
Delphacidae,Animal,1181.3,1181,1181,3,1,0.037037037037037,2.25316455696203,0,0,0.325011147644802
Dolichopodidae,Animal,1181.3,1181,1181,3,1,0.0606060606060606,1.54430379746835,0,0,0.257044058946729
Drymeia,Animal,1181.3,1181,1181,3,3,0.11969696969697,1.54430379746835,0.0195463913083422,1.01140426470735,0.17918693029871
Elateridae,Animal,1181.3,1181,1181,3,1,0.0476190476190476,2,0,0,0.376480454052339
Empididae,Animal,1181.3,1181,1181,3,7,1.31988809063277,1.16455696202532,0.0714400149928375,1.52846571006103,0.221554995920763
Epistrophe,Animal,1181.3,1181,1181,3,2,0.0515151515151515,1.34177215189873,0.0152779152895497,0.693147180559945,0.125991816302706
Eristalis,Animal,1181.3,1181,1181,3,5,0.650785310247796,1.25316455696203,0.0432467653746512,1.32175583998232,0.412858867809803
Eupeodes,Animal,1181.3,1181,1181,3,1,0.0181818181818182,1.75949367088608,0,0,0.179296385811647
Figitidae,Animal,1181.3,1181,1181,3,1,0.00757575757575758,1.54430379746835,0,0,0
Formica,Animal,1181.3,1181,1181,3,7,1.45298230138656,1.21518987341772,0.0717820347845221,1.63923836852893,0.144502904512275
Gelechiidae3,Animal,1181.3,1181,1181,3,1,0.0526315789473684,2,0,0,0.396977590766819
Heterostylodes,Animal,1181.3,1181,1181,3,1,0.0119047619047619,1.79746835443038,0,0,0.0925667538657077
Hylaeus,Animal,1181.3,1181,1181,3,1,0.0181818181818182,1.75949367088608,0,0,0.179296385811647
Ichneumonidae,Animal,1181.3,1181,1181,3,1,0.00757575757575758,1.54430379746835,0,0,0
Issidae,Animal,1181.3,1181,1181,3,3,0.142723942723943,1.59493670886076,0.017353003209087,1.09861228866811,0.278069236507954
Lasioglossum,Animal,1181.3,1181,1181,3,6,1.42831510594669,1.49367088607595,0.025429215235858,1.56915294620312,0.287754211818443
Megaselia,Animal,1181.3,1181,1181,3,1,0.0833333333333333,1.89873417721519,0,0,0.466392876042803
Micropterix,Animal,1181.3,1181,1181,3,2,0.546037296037296,1.50632911392405,0.00657337181829115,0.376770161256437,0.694690577983684
Milichiidae,Animal,1181.3,1181,1181,3,1,0.125,2.11392405063291,0,0,0.574129449720054
Miridae,Animal,1181.3,1181,1181,3,4,0.67261249388909,1.50632911392405,0.0184631454999008,1.07513932400537,0.468064273507869
Musca,Animal,1181.3,1181,1181,3,4,0.290832739488955,1.26582278481013,0.0343420270087166,0.878863245235423,0.229680414668233
Muscidae,Animal,1181.3,1181,1181,3,1,0.00757575757575758,1.54430379746835,0,0,0
Muscidae10,Animal,1181.3,1181,1181,3,1,0.00757575757575758,1.54430379746835,0,0,0
Muscidae11,Animal,1181.3,1181,1181,3,1,0.00757575757575758,1.54430379746835,0,0,0
Muscidae3,Animal,1181.3,1181,1181,3,3,0.260863958736299,1.27848101265823,0.0239888661365245,0.822344917393481,0.229407819761881
Muscidae9,Animal,1181.3,1181,1181,3,2,0.0720779220779221,1.59493670886076,0.00493113344048914,0.673011667009257,0.195601818648257
Mycetophilidae,Animal,1181.3,1181,1181,3,1,0.0476190476190476,2,0,0,0.376480454052339
Pegoplata,Animal,1181.3,1181,1181,3,2,0.11969696969697,1.59493670886076,0.00493113344048914,0.529706199057655,0.277089188192773
Phaonia,Animal,1181.3,1181,1181,3,1,0.0181818181818182,1.75949367088608,0,0,0.179296385811647
Phora,Animal,1181.3,1181,1181,3,1,0.00757575757575758,1.54430379746835,0,0,0
Phoridae,Animal,1181.3,1181,1181,3,2,0.0257575757575758,1.34177215189873,0.0152779152895497,0.693147180559945,0.0454692881765119
Phyllopertha,Animal,1181.3,1181,1181,3,1,0.0476190476190476,2,0,0,0.376480454052339
Platycheirus,Animal,1181.3,1181,1181,3,1,0.0476190476190476,2,0,0,0.376480454052339
Platygastridae,Animal,1181.3,1181,1181,3,1,0.0363636363636364,1.75949367088608,0,0,0.288314004727953
Pompilidae,Animal,1181.3,1181,1181,3,1,0.00757575757575758,1.54430379746835,0,0,0
Rhinophoridae,Animal,1181.3,1181,1181,3,2,1.02127659574468,1.75949367088608,0,0.693147180559945,0.586610992261122
Saltella,Animal,1181.3,1181,1181,3,3,0.377747075619416,1.44303797468354,0.0155806410213007,0.749330948168636,0.374999155083505
Sarcophagidae,Animal,1181.3,1181,1181,3,1,0.0303030303030303,1.54430379746835,0,0,0.18549011733077
Scaeva,Animal,1181.3,1181,1181,3,1,0.142857142857143,2.05063291139241,0,0,0.601476738170738
Scarabaeidae,Animal,1181.3,1181,1181,3,1,0.125,2.11392405063291,0,0,0.574129449720054
Scathophagidae,Animal,1181.3,1181,1181,3,1,0.00757575757575758,1.54430379746835,0,0,0
Scatopsidae,Animal,1181.3,1181,1181,3,2,0.036428110896196,1.44303797468354,0.00622115622462222,0.636514168294813,0.0819381999535154
Sepsis,Animal,1181.3,1181,1181,3,4,0.248917748917749,1.32911392405063,0.0909359503529451,1.16828245017656,0.153221127553398
Sphaeroceridae,Animal,1181.3,1181,1181,3,1,0.00757575757575758,1.54430379746835,0,0,0
Stratiomyidae,Animal,1181.3,1181,1181,3,1,0.00757575757575758,1.54430379746835,0,0,0
Syrphidae,Animal,1181.3,1181,1181,3,8,3.01201298701299,1.18987341772152,0.0712464849550169,1.71321083808149,0.256789420284102
Syrphus,Animal,1181.3,1181,1181,3,1,0.0181818181818182,1.75949367088608,0,0,0.179296385811647
Tachinidae,Animal,1181.3,1181,1181,3,1,0.0476190476190476,2,0,0,0.376480454052339
Tenthredinidae,Animal,1181.3,1181,1181,3,2,0.0667311411992263,1.44303797468354,0.00622115622462222,0.410116318288409,0.174828061634896
Themira,Animal,1181.3,1181,1181,3,1,0.0238095238095238,1.79746835443038,0,0,0.19737542837493
Thomisidae,Animal,1181.3,1181,1181,3,2,0.0607350096711799,1.54430379746835,0.00687168609651389,0.636514168294813,0.225180445072343
Thricops,Animal,1181.3,1181,1181,3,6,0.387402136870222,1.17721518987342,0.0558031720203544,1.36892236074022,0.143833139369044
Zygaena,Animal,1181.3,1181,1181,3,1,0.0769230769230769,2.0126582278481,0,0,0.474697233652495
Achillea_millefolium,Plant,1463.1,1463,1463,1,26,8.53169266987993,1.09375,0.0708677610794269,3.04625942402533,0.333338372321858
Alchemilla_xanthochlora,Plant,1463.1,1463,1463,1,1,0.5,2.21875,0,0,0.862912681217602
Bellis_perennis,Plant,1463.1,1463,1463,1,6,0.419257415955371,1.1875,0.0274218598667128,1.6094379124341,0.277667392998581
Calluna_vulgaris,Plant,1463.1,1463,1463,1,2,1.02857142857143,1.6875,0,0.693147180559945,0.603563615620304
Campanula_rotundifolia,Plant,1463.1,1463,1463,1,3,0.125494505494506,1.4375,0.0073814367217145,1.09861228866811,0.211882248793773
Campanula_scheuchzeri,Plant,1463.1,1463,1463,1,1,0.02,1.59375,0,0,0.226298887350343
Carlina_acaulis,Plant,1463.1,1463,1463,1,2,0.75,1.90625,0.0026466629536805,0.693147180559945,0.768133450774676
Carum_carvi,Plant,1463.1,1463,1463,1,33,13.8772822333331,1.125,0.0442473907090565,2.88102287605026,0.215923415061907
Clinopodium_acinos,Plant,1463.1,1463,1463,1,2,0.256369426751592,1.40625,0.0701151025712429,0.693147180559945,0.281629453532134
Crepis_aurea,Plant,1463.1,1463,1463,1,2,0.0590010056989608,1.34375,0.00958707573290907,0.693147180559945,0.107889721715192
Galium_mollugo,Plant,1463.1,1463,1463,1,1,0.111111111111111,1.90625,0,0,0.565443480810985
Galium_pumilum,Plant,1463.1,1463,1463,1,7,0.568619271324404,1.125,0.0442473907090565,1.74786809746676,0.187591336031758
Geranium_sylvaticum,Plant,1463.1,1463,1463,1,1,0.00636942675159236,1.46875,0,0,0
Hypericum_maculatum,Plant,1463.1,1463,1463,1,7,1.01801587301587,1.34375,0.0113620235583385,1.94591014905531,0.348114546683408
Leontodon_hispidus,Plant,1463.1,1463,1463,1,14,4.29243686138423,1.375,0.00706671989351728,2.45257666299716,0.391237344437303
Leucanthemum_vulgare,Plant,1463.1,1463,1463,1,9,1.69818713450292,1.40625,0.018517537594335,2.13833305950803,0.387992040210228
Pilosella_lactucella,Plant,1463.1,1463,1463,1,7,2.03541267669859,1.4375,0.00343103587588882,1.83437197028162,0.4423986957472
Pimpinella_major,Plant,1463.1,1463,1463,1,36,17.2985669301459,1.25,0.161634898831214,3.16610848961257,0.439667848628915
Plantago_media,Plant,1463.1,1463,1463,1,4,0.612619047619048,1.4375,0.0034723718547248,1.07201696856319,0.534180445302502
Potentilla_aurea,Plant,1463.1,1463,1463,1,14,2.79663169677914,1.125,0.0613348814076583,1.76006982455758,0.227649714460795
Potentilla_erecta,Plant,1463.1,1463,1463,1,14,3.91462929631483,1.09375,0.0708677610794269,2.01334262328979,0.274453423900363
Ranunculus_acris,Plant,1463.1,1463,1463,1,27,9.90435930247422,1.0625,0.133699609218293,2.60571035439266,0.299339932381458
Ranunculus_montanus,Plant,1463.1,1463,1463,1,14,2.14552039674674,1.125,0.0442473907090565,1.80425913418942,0.183902342567731
Ranunculus_repens,Plant,1463.1,1463,1463,1,5,0.489075222248086,1.28125,0.0202555325158094,1.38629436111989,0.282175553277737
Scorzoneroides_autumnalis,Plant,1463.1,1463,1463,1,3,0.163589743589744,1.4375,0.00303345891581186,1.03972077083992,0.275623071857907
Stellaria_graminea,Plant,1463.1,1463,1463,1,9,2.41024369575744,1.3125,0.0122062929354596,2.16395565688206,0.426465679002131
Taraxacum_campylodes,Plant,1463.1,1463,1463,1,11,3.60738132179215,1.15625,0.152795065761075,2.18299597703413,0.351526549008397
Thymus_praecox,Plant,1463.1,1463,1463,1,5,1.92390984811367,1.40625,0.00330687830687831,1.03739232462091,0.339469084282259
Thymus_pulegoides,Plant,1463.1,1463,1463,1,1,0.0191082802547771,1.46875,0,0,0.0672901895104398
Trifolium_pratense,Plant,1463.1,1463,1463,1,2,1.25,2.0625,0,0.693147180559945,0.845422300516451
Trifolium_repens,Plant,1463.1,1463,1463,1,2,0.506369426751592,1.46875,0,0.693147180559945,0.358918303273909
Vaccinium_myrtillus,Plant,1463.1,1463,1463,1,1,0.00636942675159236,1.46875,0,0,0
Veronica_chamaedrys,Plant,1463.1,1463,1463,1,8,3.65380532418749,1.28125,0.0162538611987141,1.97224697942344,0.570360924745887
Agriphila,Animal,1463.1,1463,1463,1,2,0.155202821869489,1.58823529411765,0.000340688060603613,0.693147180559945,0.319841264241944
Agromyzidae,Animal,1463.1,1463,1463,1,2,0.0277302943969611,1.43529411764706,0.00587477563360746,0.636514168294813,0.0709451539128298
Andrena,Animal,1463.1,1463,1463,1,2,0.146276595744681,1.77647058823529,0.0027905843971744,0.636514168294813,0.416095255892153
Anthomyiidae2,Animal,1463.1,1463,1463,1,6,0.27030638655188,1.31764705882353,0.0219783572091542,1.56071040904141,0.16469076873738
Aphididae,Animal,1463.1,1463,1463,1,1,0.0123456790123457,1.6,0,0,0.0971919768824368
Apidae,Animal,1463.1,1463,1463,1,2,0.507692307692308,1.68235294117647,0.00281606148953088,0.693147180559945,0.403480779727911
Apis,Animal,1463.1,1463,1463,1,2,0.5625,2.02352941176471,0,0.693147180559945,0.628214989530066
Bibionidae,Animal,1463.1,1463,1463,1,1,0.0116279069767442,1.63529411764706,0,0,0.0848863338118546
Bittacidae,Animal,1463.1,1463,1463,1,1,0.0123456790123457,1.6,0,0,0.0971919768824368
Bombus,Animal,1463.1,1463,1463,1,4,1.5625,1.87058823529412,0.0392155772489724,1.38629436111989,0.728078028228602
Botanophila,Animal,1463.1,1463,1463,1,10,0.982270740946485,1.16470588235294,0.0385890540286889,2.15973161607549,0.113156750430598
Braconidae,Animal,1463.1,1463,1463,1,3,0.0316658936813976,1.31764705882353,0.0126515181209926,1.09861228866811,0
Bradysia,Animal,1463.1,1463,1463,1,7,0.45748907384531,1.25882352941176,0.0254457363720037,1.88915916375402,0.20246377203323
Bruchidae,Animal,1463.1,1463,1463,1,4,0.160713657292003,1.45882352941176,0.00712475456042441,1.38629436111989,0.130651086907304
Calliphoridae,Animal,1463.1,1463,1463,1,3,0.0647899125197021,1.30588235294118,0.0143316039265516,1.03972077083992,0.145561557618243
Cantharidae,Animal,1463.1,1463,1463,1,1,0.0232558139534884,1.63529411764706,0,0,0.193038440544179
Cauchas,Animal,1463.1,1463,1463,1,1,0.0909090909090909,1.95294117647059,0,0,0.507369635036905
Cerambycidae,Animal,1463.1,1463,1463,1,2,0.103741496598639,1.71764705882353,0,0.693147180559945,0.31593994419101
Ceratopogonidae,Animal,1463.1,1463,1463,1,2,0.0479471719781797,1.41176470588235,0.00620765670941513,0.693147180559945,0.163559099085678
Chalcidoidea,Animal,1463.1,1463,1463,1,4,0.256727428266742,1.28235294117647,0.0235190942328291,1.32966134885476,0.266132850217188
Cheilosia,Animal,1463.1,1463,1463,1,1,0.0416666666666667,1.89411764705882,0,0,0.347091661559685
Chironomidae,Animal,1463.1,1463,1463,1,2,1.01234567901235,1.6,0,0.693147180559945,0.528587760059946
Chloropidae,Animal,1463.1,1463,1463,1,7,0.461977285633141,1.31764705882353,0.0244973543696264,1.67499001278379,0.209697452500689
Chrysomelidae,Animal,1463.1,1463,1463,1,2,0.141666666666667,1.84705882352941,0.00135881978329005,0.693147180559945,0.412067319425413
Chrysoperla,Animal,1463.1,1463,1463,1,1,0.0123456790123457,1.6,0,0,0.0971919768824368
Coenosia,Animal,1463.1,1463,1463,1,6,0.389154323230172,1.2,0.0317725890060766,1.51578021174564,0.147223916919372
Conicera,Animal,1463.1,1463,1463,1,2,0.111627906976744,1.6,0.0025229114581961,0.693147180559945,0.275153603870489
Cratyna,Animal,1463.1,1463,1463,1,1,0.5,2.15294117647059,0,0,0.857597889113025
Drymeia,Animal,1463.1,1463,1463,1,6,0.982934008828704,1.47058823529412,0.0138476665470661,1.0737799531942,0.37650164926637
Empididae,Animal,1463.1,1463,1463,1,8,1.08001449149808,1.25882352941176,0.0400389808700153,1.88487133357816,0.331417958677435
Ephydridae,Animal,1463.1,1463,1463,1,1,0.00769230769230769,1.70588235294118,0,0,0
Episyrphus,Animal,1463.1,1463,1463,1,10,0.601727129555515,1.2,0.0308654525921358,2.21106887114461,0.108753445123591
Eristalis,Animal,1463.1,1463,1463,1,2,0.187074829931973,1.71764705882353,0,0.636514168294813,0.455004454885686
Estheria,Animal,1463.1,1463,1463,1,1,0.0204081632653061,1.71764705882353,0,0,0.200453466180118
Fanniidae,Animal,1463.1,1463,1463,1,1,0.0116279069767442,1.63529411764706,0,0,0.0848863338118546
Figitidae,Animal,1463.1,1463,1463,1,1,0.0116279069767442,1.63529411764706,0,0,0.0848863338118546
Formica,Animal,1463.1,1463,1463,1,19,8.12759945879283,1.2,0.0921071435200578,2.22027807704693,0.344206470203519
Formicidae,Animal,1463.1,1463,1463,1,7,0.384189585201467,1.2,0.0676706696206083,1.73265872019921,0.193102891249511
Glyphipterix,Animal,1463.1,1463,1463,1,2,0.107038123167155,1.8,0.00257157635315358,0.693147180559945,0.300030848369537
Halictus,Animal,1463.1,1463,1463,1,1,0.0625,1.89411764705882,0,0,0.430391556452101
Hydrophoria,Animal,1463.1,1463,1463,1,1,0.0625,2.02352941176471,0,0,0.430391556452101
Hydrotaea,Animal,1463.1,1463,1463,1,1,0.0123456790123457,1.6,0,0,0.0971919768824368
Hylemya,Animal,1463.1,1463,1463,1,1,0.5,2.85882352941177,0,0,0.857597889113025
Ichneumonidae,Animal,1463.1,1463,1463,1,2,0.0524216524216524,1.43529411764706,0.00587477563360746,0.673011667009257,0.169353948087026
Issidae,Animal,1463.1,1463,1463,1,1,0.0123456790123457,1.6,0,0,0.0971919768824368
Lachesillidae,Animal,1463.1,1463,1463,1,1,0.00769230769230769,1.70588235294118,0,0,0
Lasioglossum,Animal,1463.1,1463,1463,1,3,0.169802533532042,1.70588235294118,0.00942296011608361,1.09861228866811,0.323335232582014
Lauxaniidae,Animal,1463.1,1463,1463,1,1,0.0204081632653061,1.71764705882353,0,0,0.200453466180118
Lepidoptera,Animal,1463.1,1463,1463,1,1,0.0909090909090909,1.95294117647059,0,0,0.507369635036905
Leptothorax,Animal,1463.1,1463,1463,1,1,0.00769230769230769,1.70588235294118,0,0,0
Lonchaeidae,Animal,1463.1,1463,1463,1,6,1.18958303559679,1.48235294117647,0.00917628166418167,1.67698777432242,0.240490238667168
Lonchopteridae,Animal,1463.1,1463,1463,1,1,0.0416666666666667,1.89411764705882,0,0,0.347091661559685
Lygaeidae,Animal,1463.1,1463,1463,1,1,0.1,1.94117647058824,0,0,0.526950427073293
Megaselia,Animal,1463.1,1463,1463,1,3,0.131003650383495,1.41176470588235,0.00620765670941513,1.01140426470735,0.22197855582758
Megaspilidae,Animal,1463.1,1463,1463,1,1,0.0116279069767442,1.63529411764706,0,0,0.0848863338118546
Mellinus,Animal,1463.1,1463,1463,1,1,0.0204081632653061,1.71764705882353,0,0,0.200453466180118
Miridae,Animal,1463.1,1463,1463,1,4,0.264503023431595,1.37647058823529,0.0243103585141147,1.21488965394912,0.307751514307273
Musca,Animal,1463.1,1463,1463,1,2,0.155706727135299,1.45882352941176,0.00550645540170129,0.673011667009257,0.349673626847081
Muscidae11,Animal,1463.1,1463,1463,1,8,0.855926884724263,1.2,0.0308654525921358,1.73712669401633,0.29830594580775
Muscidae4,Animal,1463.1,1463,1463,1,1,0.0116279069767442,1.63529411764706,0,0,0.0848863338118546
Muscidae5,Animal,1463.1,1463,1463,1,3,0.178649921507064,1.55294117647059,0.00348051813879843,1.03972077083992,0.204946754499039
Muscidae9,Animal,1463.1,1463,1463,1,7,0.50789825627438,1.36470588235294,0.0284314438322215,1.721402322014,0.229162025043715
Oedemeridae,Animal,1463.1,1463,1463,1,1,0.1,2.01176470588235,0,0,0.526950427073293
Pamphiliidae,Animal,1463.1,1463,1463,1,3,0.0636228425655291,1.36470588235294,0.0113996714607521,0.950270539233235,0.154038392401603
Pegoplata,Animal,1463.1,1463,1463,1,11,1.82142804250895,1.2,0.0603426292384325,2.2753171234852,0.278829114433871
Peripsocidae,Animal,1463.1,1463,1463,1,2,0.091025641025641,1.64705882352941,0.00280050641438825,0.636514168294813,0.282800347938474
Phora,Animal,1463.1,1463,1463,1,1,0.0123456790123457,1.6,0,0,0.0971919768824368
Phoridae,Animal,1463.1,1463,1463,1,1,0.0123456790123457,1.6,0,0,0.0971919768824368
Pipunculidae,Animal,1463.1,1463,1463,1,1,0.0212765957446809,1.85882352941176,0,0,0.209014822411848
Pompilidae,Animal,1463.1,1463,1463,1,1,0.0116279069767442,1.63529411764706,0,0,0.0848863338118546
Ptinidae,Animal,1463.1,1463,1463,1,1,0.0625,1.89411764705882,0,0,0.430391556452101
Saltella,Animal,1463.1,1463,1463,1,5,0.438597236005092,1.41176470588235,0.014005781953975,1.1360931493508,0.261838974361724
Sarcophagidae,Animal,1463.1,1463,1463,1,3,0.136070168808264,1.43529411764706,0.0234242518909264,0.950270539233235,0.291863817963524
Scathophagidae,Animal,1463.1,1463,1463,1,1,0.0204081632653061,1.71764705882353,0,0,0.200453466180118
Scatopsidae,Animal,1463.1,1463,1463,1,2,0.103254769921437,1.54117647058824,0.0104478555316127,0.693147180559945,0.271354795948928
Scelionidae,Animal,1463.1,1463,1463,1,1,0.0163934426229508,1.85882352941176,0,0,0.155450484014849
Sciara,Animal,1463.1,1463,1463,1,3,0.132383665716999,1.4,0.0112616643871682,1.03972077083992,0.183301939519564
Sciaridae,Animal,1463.1,1463,1463,1,1,0.0123456790123457,1.6,0,0,0.0971919768824368
Sepsis,Animal,1463.1,1463,1463,1,12,1.74026253748284,1.16470588235294,0.0732239950141665,1.97759660867833,0.221989015549777
Syrphidae,Animal,1463.1,1463,1463,1,13,0.975455528414247,1.05882352941176,0.100878794795101,2.40534237875115,0.103546275335739
Syrphus,Animal,1463.1,1463,1463,1,1,0.0123456790123457,1.6,0,0,0.0971919768824368
Tenthredinidae,Animal,1463.1,1463,1463,1,3,0.0694236059014754,1.55294117647059,0.00517700551274012,1.09861228866811,0.142661722278652
Themira,Animal,1463.1,1463,1463,1,3,0.137670038367632,1.71764705882353,0.00271280859863884,1.09861228866811,0.251723610878792
Thricops,Animal,1463.1,1463,1463,1,15,2.82563997884855,1.15294117647059,0.046702849780249,2.32869463496132,0.127371729120201
Tipulidae,Animal,1463.1,1463,1463,1,2,0.0239735859890899,1.41176470588235,0.00620765670941513,0.693147180559945,0.0507499782380481
Triphleba,Animal,1463.1,1463,1463,1,1,0.0116279069767442,1.63529411764706,0,0,0.0848863338118546
Achillea_millefolium,Plant,1463.2,1463,1463,2,13,6.20137292464879,1.45161290322581,0.0323993647045595,2.39424354486466,0.636726258101266
Ajuga_reptans,Plant,1463.2,1463,1463,2,2,0.7,2,0.00477994227994228,0.636514168294813,0.818301755570706
Alchemilla_xanthochlora,Plant,1463.2,1463,1463,2,1,0.00136798905608755,1.51612903225806,0,0,0
Bellis_perennis,Plant,1463.2,1463,1463,2,8,1.57753756541376,1.29032258064516,0.0484830915837409,1.80650716526167,0.440439545805763
Carum_carvi,Plant,1463.2,1463,1463,2,11,3.92088248647049,1.29032258064516,0.0755599829463466,1.50821045345981,0.1746574597256
Clinopodium_acinos,Plant,1463.2,1463,1463,2,1,0.25,2.12903225806452,0,0,0.789777457907152
Crepis_aurea,Plant,1463.2,1463,1463,2,1,0.00136798905608755,1.51612903225806,0,0,0
Galeopsis_tetrahit,Plant,1463.2,1463,1463,2,1,0.2,2.09677419354839,0,0,0.755939186667988
Galium_pumilum,Plant,1463.2,1463,1463,2,3,0.23995471484504,1.41935483870968,0.0103258934427766,0.867563228481461,0.104342092661131
Hieracium_alpinum,Plant,1463.2,1463,1463,2,1,0.25,2.06451612903226,0,0,0.789777457907152
Hypericum_maculatum,Plant,1463.2,1463,1463,2,4,0.695593120969318,1.38709677419355,0.0447789584153221,1.33217904021012,0.300404906863039
Leontodon_hispidus,Plant,1463.2,1463,1463,2,7,0.731638843276774,1.41935483870968,0.0351592220910403,1.88915916375402,0.434547370915076
Leucanthemum_vulgare,Plant,1463.2,1463,1463,2,4,1.41111111111111,1.70967741935484,0,1.33217904021012,0.662512580215643
Lotus_corniculatus,Plant,1463.2,1463,1463,2,1,0.03125,1.74193548387097,0,0,0.47444364476788
Myosotis_sylvatica,Plant,1463.2,1463,1463,2,1,0.25,2.09677419354839,0,0,0.789777457907152
Parnassia_palustris,Plant,1463.2,1463,1463,2,1,0.00136798905608755,1.51612903225806,0,0,0
Pilosella_lactucella,Plant,1463.2,1463,1463,2,2,0.068287037037037,1.67741935483871,0.000811688311688312,0.693147180559945,0.427108314646977
Pimpinella_major,Plant,1463.2,1463,1463,2,22,8.02369909864426,1.2258064516129,0.0940948211240419,2.67357474236436,0.525529782881598
Plantago_lanceolata,Plant,1463.2,1463,1463,2,1,0.1,2.03225806451613,0,0,0.650827915621564
Plantago_media,Plant,1463.2,1463,1463,2,1,0.25,2,0,0,0.789777457907152
Potentilla_aurea,Plant,1463.2,1463,1463,2,16,4.98645905539715,1.2258064516129,0.139593171979536,2.51140551380266,0.543455663085134
Potentilla_erecta,Plant,1463.2,1463,1463,2,12,2.65232274403933,1.29032258064516,0.0518509538801746,1.38179364791091,0.0790893283530335
Prunella_vulgaris,Plant,1463.2,1463,1463,2,2,0.1,1.61290322580645,0.00108225108225108,0.693147180559945,0.492357719203739
Ranunculus_acris,Plant,1463.2,1463,1463,2,23,13.376455274559,1.16129032258065,0.192087503045295,2.70003972136997,0.450613874190458
Ranunculus_montanus,Plant,1463.2,1463,1463,2,4,0.3272781026543,1.45161290322581,0.0332939787485242,1.33217904021012,0.23684912451611
Ranunculus_repens,Plant,1463.2,1463,1463,2,1,0.0027359781121751,1.51612903225806,0,0,0
Scorzoneroides_autumnalis,Plant,1463.2,1463,1463,2,1,0.0344827586206897,1.83870967741935,0,0,0.489371442882769
Taraxacum_campylodes,Plant,1463.2,1463,1463,2,17,9.66240215078279,1.19354838709677,0.211343841944491,0.218516411089574,0.65358023168224
Thymus_praecox,Plant,1463.2,1463,1463,2,3,1.58333333333333,1.93548387096774,0.00392702535559678,1.09861228866811,0.849284537265569
Trifolium_repens,Plant,1463.2,1463,1463,2,2,0.833333333333333,2.16129032258065,0,0.693147180559945,0.848188559500654
Vaccinium_myrtillus,Plant,1463.2,1463,1463,2,1,0.00410396716826265,1.51612903225806,0,0,0
